Gemeentecode;Wijkcode;Regionaam;Gemiddeld persoonlijk inkomen
;WK193110;Wijk 10 Stolwijk;27.7
;WK193111;Wijk 11 Vlist;27.1
;WK193112;Wijk 12 Schoonhoven;27.4
GM1940;Totaal;De Fryske Marren;25.6
;WK194001;Wijk 01 Akmarijp;24.6
;WK194002;Wijk 02 Bakhuizen;23.3
;WK194003;Wijk 03 Balk;23.3
;WK194004;Wijk 04 Bantega;25.2
;WK194005;Wijk 05 Boornzwaag;32.5
;WK194006;Wijk 06 Broek;34.6
;WK194007;Wijk 07 Delfstrahuizen;28.7
;WK194008;Wijk 08 Dijken;.
;WK194009;Wijk 09 Doniaga;.
;WK194010;Wijk 10 Echten;25.9
;WK194011;Wijk 11 Echtenerbrug;24.4
;WK194012;Wijk 12 Eesterga;.
;WK194013;Wijk 13 Elahuizen;32.8
;WK194014;Wijk 14 Follega;24.8
;WK194015;Wijk 15 Goingarijp;36.4
;WK194016;Wijk 16 Harich;28.4
;WK194017;Wijk 17 Haskerhorne;24.1
;WK194018;Wijk 18 Idskenhuizen;23.5
;WK194019;Wijk 19 Joure;25.6
;WK194020;Wijk 20 Kolderwolde;.
;WK194021;Wijk 21 Langweer;26.6
;WK194022;Wijk 22 Legemeer;.
;WK194023;Wijk 23 Lemmer;26.1
;WK194024;Wijk 24 Mirns;24.2
;WK194025;Wijk 25 Nijehaske;.
;WK194026;Wijk 26 Nijemirdum;26.7
;WK194027;Wijk 27 Oldeouwer;.
;WK194028;Wijk 28 Oosterzee;23.5
;WK194029;Wijk 29 Oudega;26.9
;WK194030;Wijk 30 Oudehaske;26.3
;WK194031;Wijk 31 Oudemirdum;24.8
;WK194032;Wijk 32 Ouwsterhaule;23.7
;WK194033;Wijk 33 Ouwster-Nijega;.
;WK194034;Wijk 34 Rijs;29
;WK194035;Wijk 35 Rohel;24.5
;WK194036;Wijk 36 Rotstergaast;26
;WK194037;Wijk 37 Rotsterhaule;25.1
;WK194038;Wijk 38 Rottum;25.5
;WK194039;Wijk 39 Ruigahuizen;34.5
;WK194040;Wijk 40 Scharsterbrug;24
;WK194041;Wijk 41 Sint Nicolaasga;24.7
;WK194042;Wijk 42 Sinjohannesga;24.4
;WK194043;Wijk 43 Sloten;26.7
;WK194044;Wijk 44 Snikzwaag;.
;WK194045;Wijk 45 Sondel;24.9
;WK194046;Wijk 46 Terherne;32.1
;WK194047;Wijk 47 Terkaple;28.6
;WK194048;Wijk 48 Teroele;.
;WK194049;Wijk 49 Tjerkgaast;26.5
;WK194050;Wijk 50 Vegelinsoord;24.5
;WK194051;Wijk 51 Wijckel;25.6
GM1942;Totaal;Gooise Meren;38.2
;WK194200;Bussum Centrum;32.3
;WK194201;Brediuskwartier;54.8
;WK194202;Eng;31.3
;WK194203;Spiegel;52.9
;WK194204;Muiden;34.5
;WK194205;Naarden;40.2
GM1945;Totaal;Berg en Dal;27.3
;WK194500;Beek;29.8
;WK194501;Berg en Dal;32.2
;WK194502;Breedeweg;26.1
;WK194503;De Horst;27
;WK194504;Erlecom;33.4
;WK194505;Groesbeek;25.9
;WK194506;Heilig Landstichting;46.1
;WK194507;Kekerdom;29.5
;WK194508;Leuth;24.3
;WK194509;Millingen aan de Rijn;25
;WK194510;Ooij;26.5
;WK194511;Persingen;.
;WK194512;Ubbergen;32.1
GM1948;Totaal;Meierijstad;27.5
;WK194801;Erp;26.9
;WK194802;Schijndel;27.2
;WK194803;Sint-Oedenrode;28
;WK194804;Veghel;27.6
GM1949;Totaal;Waadhoeke;24.1
;WK194915;Achlum;24.9
;WK194916;St.-Annaparochie;22.4
;WK194917;Baaium;25.7
;WK194918;Berltsum;22.9
;WK194919;Bitgum;23.9
;WK194920;Bitgummole;24
;WK194921;Blessum;.
;WK194922;Boer;.
;WK194923;Boksum;26.8
;WK194924;Deinum;27.1
;WK194925;Dongjum;21.8
;WK194926;Dronryp;25.8
;WK194927;Firdgum;.
;WK194928;Franeker;24.5
;WK194929;Herbaijum;25.6
;WK194930;Hitzum;24.1
;WK194931;Ingelum;24.8
;WK194932;St.-Jacobiparochie;22.2
;WK194933;Klooster Lidlum;.
;WK194934;Marsum;23.9
;WK194935;Menaam;24.9
;WK194936;Minnertsga;23.6
;WK194937;Nij Altoenae;22
;WK194938;Oosterbierum;22.9
;WK194939;Oudebildtzijl;23
;WK194940;Peins;25.3
;WK194941;Pietersbierum;25.6
;WK194942;Ried;23.9
;WK194943;Schalsum;23.8
;WK194944;Sexbierum;22.2
;WK194945;Skingen;24.8
;WK194946;Slappeterp;.
;WK194947;Spannum;25.3
;WK194948;Tzum;23.8
;WK194949;Tzummarum;23.5
;WK194950;Vrouwenparochie;22.8
;WK194951;Westhoek;25.3
;WK194952;Wier;27.2
;WK194953;Winsum;24.8
;WK194954;Wjelsryp;24.6
;WK194955;Zweins;26.3
GM1950;Totaal;Westerwolde;23.2
;WK195000;Wijk 00 Bellingwolde;23.4
;WK195001;Wijk 01 Oost;24.6
;WK195002;Wijk 02 Blijham;24.9
;WK195003;Wijk 03 Sellingen;24.1
;WK195004;Wijk 04 Vlagtwedde;23.7
;WK195005;Wijk 05 Bourtange;23.4
;WK195006;Wijk 06 Sellingerbeetse;.
;WK195007;Wijk 07 Ter Apel;23.1
;WK195008;Wijk 08 Ter Wisch;29.1
;WK195009;Wijk 09 de Maten;25.7
GM1952;Totaal;Midden-Groningen;24.1
;WK195201;Foxham en Hoogezand-Noord;22.7
;WK195202;Hoogezand-Zuid;19
;WK195203;Kalkwijk;27.9
;WK195204;Sappemeer;23.2
;WK195205;Kiel-Windeweer;28.4
;WK195206;Kropswolde;36.8
;WK195207;Foxhol;22.2
;WK195208;Westerbroek en Waterhuizen;26.4
;WK195209;Harkstede, Scharmer en Woudbloem;28.9
;WK195210;Kolham;25.3
;WK195211;Froombosch;26.7
;WK195212;Slochteren;24.6
;WK195213;Schildwolde;24.2
;WK195214;Hellum;28.3
;WK195215;Siddeburen;24.3
;WK195216;Eemskanaal-Zuid;28.7
;WK195217;Tjuchem en Steendam;30.7
;WK195218;Muntendam;23.3
;WK195219;Noordbroek;24.5
;WK195220;Zuidbroek;25.6
;WK195221;Meeden;26.7
GM1954;Totaal;Beekdaelen;28.3
;WK195400;Wijk 00 Onderbanken;26.4
;WK195401;Wijk 01 Nuth;26.4
;WK195402;Wijk 02 Wijnandsrade;31.3
;WK195403;Wijk 03 Hulsberg;29.8
;WK195404;Wijk 04 Schimmert;30.9
;WK195405;Wijk 05;29.7
;WK195406;Wijk 06 Amstenrade - Oirsbeek;28.3
GM1955;Totaal;Montferland;25.7
;WK195500;Wijk 00 's-Heerenberg;25.2
;WK195501;Wijk 01 Brakel;27
;WK195502;Wijk 02 Didam;25.8
GM1959;Totaal;Altena;26.9
;WK195901;Werkendam;25.3
;WK195902;Sleeuwijk;29.6
;WK195903;Nieuwendijk;26.9
;WK195904;Hank;26.6
;WK195905;Dussen;27.8
;WK195906;Woudrichem;28.5
;WK195907;Rijswijk (NB);26.1
;WK195908;Uitwijk;28.5
;WK195909;Waardhuizen;26.5
;WK195910;Giessen;24.4
;WK195911;Andel;26.1
;WK195912;Almkerk;28.5
;WK195913;Veen;25.7
;WK195914;Wijk en Aalburg;26.3
;WK195915;Babyloniënbroek;26.6
;WK195916;Meeuwen;27.5
;WK195917;Eethen;27.5
;WK195918;Drongelen;29.1
;WK195919;Genderen;26.4
GM1960;Totaal;West Betuwe;28.5
;WK196000;Geldermalsen;27.2
;WK196001;Deil;31.5
;WK196002;Beesd;29.5
;WK196003;Buurmalsen;28
;WK196004;Meteren;30.2
;WK196005;Haaften;27.8
;WK196006;Waardenburg en Opijnen;27.5
;WK196007;Varik en Ophemert;30.3
;WK196008;Asperen;27
;WK196009;Heukelum;29
;WK196010;Vuren;27.5
;WK196011;Herwijnen;28.4
GM1961;Totaal;Vijfheerenlanden;27
;WK196101;Tienhoven aan de Lek;26.6
;WK196102;Tienhoven aan de Lek buitengebied;28.1
;WK196103;Ameide;27
;WK196104;Ameide buitengebied;27.2
;WK196105;Meerkerk;26.9
;WK196106;Meerkerk buitengebied;28.7
;WK196107;Lexmond;28.5
;WK196108;Lexmond buitengebied;30.3
;WK196109;Nieuwland;25.6
;WK196110;Nieuwland buitengebied;28
;WK196111;Leerbroek;24.2
;WK196112;Leerbroek buitengebied;26.4
;WK196113;Kedichem;29.4
;WK196114;Kedichem buitengebied;32.8
;WK196115;Hei- en Boeicop;28.8
;WK196116;Hei- en Boeicop buitengebied;29.9
;WK196117;Oosterwijk;26.7
;WK196118;Amaliastein;30.1
;WK196119;Monnikenhof;26.7
;WK196120;Vianen bedrijventerrein;.
;WK196121;Vianen centrum;30.7
;WK196122;De Hagen;22.8
;WK196123;Vianen buitengebied;36.3
;WK196124;Leerdam-West;21.6
;WK196125;Leerdam-Noord;25.9
;WK196126;Leerdam centrum;27.9
;WK196127;Leerdam-Oost;28.6
;WK196128;Nieuw Schaik;29
;WK196129;Leerdam buitengebied;31.6
;WK196130;Schoonrewoerd;26.1
;WK196131;Schoonrewoerd buitengebied;29.4
;WK196132;Zijderveld;27.1
;WK196133;Zijderveld buitengebied;35.6
;WK196134;Hagestein;33.1
;WK196135;Hagestein buitengebied;30.8
;WK196136;Hoef en Haag;30.6
;WK196137;Everdingen;27.8
;WK196138;Everdingen buitengebied;32.4
;WK196139;Ossenwaard;.
GM1963;Totaal;Hoeksche Waard;29.6
;WK196300;Oud-Beijerland;29.3
;WK196301;Heinenoord;31
;WK196302;Mijnsheerenland;34.2
;WK196303;Westmaas;31.7
;WK196304;Puttershoek;28.3
;WK196305;Maasdam;32.2
;WK196306;'s-Gravendeel;27.6
;WK196307;Strijen;29.2
;WK196308;Klaaswaal;30.1
;WK196309;Numansdorp;31.1
;WK196310;Zuid-Beijerland;29.9
;WK196311;Goudswaard;27.9
;WK196312;Piershil;27.7
;WK196313;Nieuw-Beijerland;27.2
GM1966;Totaal;Het Hogeland;24.1
;WK196601;Ulrum;23.2
;WK196602;Leens;23.8
;WK196603;Kloosterburen;23.2
;WK196604;Oude Land;25
;WK196605;Sauwerd;25.9
;WK196606;Winsum;25.3
;WK196607;Baflo;24.6
;WK196608;Bedum;25.1
;WK196609;Warffum;24.3
;WK196610;Kantens;23.4
;WK196611;Usquert;24.3
;WK196612;Uithuizen;21.4
;WK196613;Uithuizermeeden;22.5
;WK196614;Eemshavengebied;.
GM1969;Totaal;Westerkwartier;25.3
;WK196900;Wijk 00 Grootegast;23
;WK196901;Wijk 01 Lutjegast;23.7
;WK196902;Wijk 02 Opende;23.8
;WK196903;Wijk 03 Oldekerk;24.5
;WK196904;Wijk 04 Leek;24.8
;WK196905;Wijk 05 Zevenhuizen;26
;WK196906;Wijk 06 Tolbert;25.5
;WK196907;Wijk 07 Midwolde;33.3
;WK196908;Wijk 08 Lettelbert;29.1
;WK196909;Wijk 09 Oostwold;27.4
;WK196910;Wijk 10 Enumatil;23.9
;WK196911;Wijk 11 Marum;26.1
;WK196912;Wijk 12 De Wilp;25.3
;WK196913;Wijk 13;27
;WK196914;Wijk 14;26.7
;WK196915;Wijk 15;24.7
;WK196916;Wijk 16;24
;WK196917;Wijk 17;25.8
GM1970;Totaal;Noardeast-Fryslân;22.5
;WK197000;Dokkum;22.8
;WK197001;Metslawier;23
;WK197002;Ee - Zuidoost;21.7
;WK197003;Anjum - Noordoost;22.2
;WK197004;Oosternijkerk - Noordwest;22.5
;WK197005;Ternaard;22
;WK197006;Holwerd;21.4
;WK197007;Hantum;22.4
;WK197008;Wijk 08 Bouwstreek;21.5
;WK197009;Wijk 09 Zuidwest;23.2
;WK197010;Wijk 10;23.8
;WK197011;Wijk 11 Kollum;22.5
;WK197012;Wijk 12 Oost;23.2
;WK197013;Wijk 13 Noordwest;23.3
;WK197014;Wijk 14 Zuidwest;21.8
GM1978;Totaal;Molenlanden;27.3
;WK197801;Wijk01-Arkel;26.6
;WK197802;Wijk02-Bleskensgraaf ca;26.6
;WK197803;Wijk03-Brandwijk;27.5
;WK197804;Wijk04-Giessenburg;29.5
;WK197805;Wijk05-Goudriaan;27.9
;WK197806;Wijk06-Groot-Ammers;27.7
;WK197807;Wijk07-Hoogblokland;29.9
;WK197808;Wijk08-Hoornaar;28.7
;WK197809;Wijk09-Kinderdijk;28
;WK197810;Wijk10-Langerak;26.3
;WK197811;Wijk11-Molenaarsgraaf;26.7
;WK197812;Wijk12-Nieuw-Lekkerland;23.7
;WK197813;Wijk13-Nieuwpoort;28.5
;WK197814;Wijk14-Noordeloos;29.2
;WK197815;Wijk15-Ottoland;28.7
;WK197816;Wijk16-Oud-Alblas;30.4
;WK197817;Wijk17-Schelluinen;29.6
;WK197818;Wijk18-Streefkerk;27.2
;WK197819;Wijk19-Waal;29.2
;WK197820;Wijk20-Wijngaarden;28.3
GM1979;Totaal;Eemsdelta;24
;WK197901;Delfzijl-Centrum;24.1
;WK197902;West;25.5
;WK197903;Farmsum;25.4
;WK197904;Tuikwerd;22
;WK197905;Fivelzigt;27.8
;WK197906;Noord;19.9
;WK197907;Buitengebied Noord-Bierum;25.4
;WK197908;Oosterhorn;.
;WK197909;Buitengebied Zuid-Termunten;25.3
;WK197910;Tussengebied;.
;WK197911;Appingedam-Centrum;25.1
;WK197912;Appingedam-Oost;20.6
;WK197913;Appingedam-West;26.7
;WK197914;Buitengebied Noord-Appingedam;23.7
;WK197915;Buitengebied Zuid-Appingedam;32.5
;WK197916;Buitengebied Noord-Loppersum;25.5
;WK197917;Buitengebied Noord-Stedum;26.4
;WK197918;Buitengebied Noord-Middelstum;23.3
;WK197919;Buitengebied Noord-'t Zandt;24.9
GM1980;Totaal;Dijk en Waard;27
;WK198001;Oudkarspel;28.1
;WK198002;Noord-Scharwoude;25.4
;WK198003;Zuid-Scharwoude;28.2
;WK198004;Broek op Langedijk;28.5
;WK198005;Sint-Pancras;28.2
;WK198006;Koedijk;29.2
;WK198010;Schrijverswijk;23.7
;WK198011;Schilderswijk;23.8
;WK198012;Planetenwijk;24.8
;WK198013;Bomen- Recreatiewijk;25.2
;WK198014;Heemradenwijk;27.1
;WK198015;Edelstenenwijk;26
;WK198016;Molenwijk;25.1
;WK198017;Rivierenwijk;22.5
;WK198018;Stadshart;25.9
;WK198019;Broekhorn;33
;WK198020;Bedrijventerrein Heerhugowaard;26.7
;WK198021;Butterhuizen;28.2
;WK198022;Oostertocht;27.8
;WK198023;Zuidwijk;26.4
;WK198024;Huygenhoek;28.5
;WK198025;Stad van de Zon;28.1
;WK198026;De Draai;30.2
;WK198027;De Noord;28.7
;WK198028;t Kruis;30.7
GM1982;Totaal;Land van Cuijk;27
;WK198201;Velp;29.6
;WK198202;Grave;26.7
;WK198203;Escharen;32
;WK198204;Gassel;26.9
;WK198205;Linden;32.2
;WK198206;Katwijk;28.8
;WK198207;Beers;29.3
;WK198208;Cuijk;25.7
;WK198209;Langenboom;27.1
;WK198210;Mill;25.6
;WK198211;Vianen;28
;WK198212;Sint Agatha;31.1
;WK198213;Haps;27.7
;WK198214;Oeffelt;26.7
;WK198215;Sint Hubert;27.5
;WK198216;Wilbertoord;26.2
;WK198217;Wanroij;26.5
;WK198218;Rijkevoort;27.4
;WK198219;Beugen;28.7
;WK198220;Landhorst;27.1
;WK198221;Ledeacker;30.3
;WK198222;Boxmeer;26.7
;WK198223;Sint Anthonis;27.8
;WK198224;Sambeek;29.5
;WK198225;Oploo;26.9
;WK198226;Stevensbeek;28.4
;WK198227;Vortum-Mullem;27.5
;WK198228;Groeningen;27.3
;WK198229;Westerbeek;24.9
;WK198230;Overloon;27.6
;WK198231;Vierlingsbeek;27.4
;WK198232;Holthees;29
;WK198233;Maashees;29.5
GM1991;Totaal;Maashorst;27.2
;WK199101;Uden;27.3
;WK199102;Volkel;26.1
;WK199103;Odiliapeel;26.2
;WK199104;Schaijk;27.7
;WK199105;Reek;27.4
;WK199106;Zeeland;26.9
GM1992;Totaal;Voorne aan Zee;31.3
;WK199200;Hellevoet;30.1
;WK199201;Nieuw-Helvoet;26.1
;WK199202;Nieuwenhoorn;32.6
;WK199203;De Struyten;27.6
;WK199204;De Kooistee;25.6
;WK199205;Den Bonsen Hoek;34.1
;WK199206;Ravense Hoek;37.3
;WK199207;Centrumgebied;26.2
;WK199208;Kickers Bloem;.
;WK199209;Buitengebied;34
;WK199210;Oudenhoorn;31
;WK199220;Rockanje;33.8
;WK199221;Oostvoorne;36.7
;WK199230;Brielle;32.4
;WK199231;Vierpolders;30.9
;WK199232;Zwartewaal;32.3
;WK199233;Recreatiestrook Brielse Maas;.
Bron: CBS, Integraal Inkomens- en Vermogenssysteem (IIV);;;
